budget,genres,id,keywords,original_language,popularity,production_companies,production_countries,release_date,revenue,runtime,spoken_languages,title,vote_average,vote_count,release_year,year,genre_name,country_name,company_name
23000000,"[{'id': 35, 'name': 'Comedy'}, {'id': 80, 'name': 'Crime'}]",37137,"[{""id"": 521, ""name"": ""washington d.c.""}, {""id"": 840, ""name"": ""usa president""}, {""id"": 11931, ""name"": ""spoof""}, {""id"": 192099, ""name"": ""the white house""}]",en,27.33256,"[{'name': 'Paramount Pictures', 'id': 4}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",1991-06-28,86930411,85.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",The Naked Gun 2½: The Smell of Fear,6.6,546,1991,1991,"['Comedy', 'Crime']",['United States of America'],['Paramount Pictures']
23000000,"[{'id': 27, 'name': 'Horror'}]",9532,"[{""id"": 4133, ""name"": ""omen""}, {""id"": 10812, ""name"": ""airplane accident""}, {""id"": 13092, ""name"": ""corpse""}, {""id"": 34079, ""name"": ""death""}, {""id"": 199686, ""name"": ""near-death experience""}]",en,38.799596,"[{'name': 'New Line Cinema', 'id': 12}, {'name': 'Zide-Perry Productions', 'id': 3169}, {'name': 'Hard Eight Pictures', 'id': 48772}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",2000-03-16,53302314,98.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}, {""iso_639_1"": ""fr"", ""name"": ""Fran\u00e7ais""}]",Final Destination,6.4,1378,2000,2000,['Horror'],['United States of America'],"['New Line Cinema', 'Zide-Perry Productions', 'Hard Eight Pictures']"
12500000,"[{'id': 18, 'name': 'Drama'}]",10316,"[{""id"": 2494, ""name"": ""ohio""}, {""id"": 6078, ""name"": ""politics""}, {""id"": 12389, ""name"": ""dirty tricks""}, {""id"": 187306, ""name"": ""presidential campaign""}, {""id"": 187307, ""name"": ""endorsement""}, {""id"": 187308, ""name"": ""campaign speech""}, {""id"": 187309, ""name"": ""presidential debate""}]",en,20.317469,"[{'name': 'Appian Way', 'id': 562}, {'name': 'Crystal City Entertainment', 'id': 9018}, {'name': 'Cross Creek Pictures', 'id': 10246}, {'name': 'Exclusive Media Group', 'id': 11448}, {'name': 'Smokehouse Pictures', 'id': 22695}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",2011-09-24,75993061,101.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",The Ides of March,6.5,910,2011,2011,['Drama'],['United States of America'],"['Appian Way', 'Crystal City Entertainment', 'Cross Creek Pictures', 'Exclusive Media Group', 'Smokehouse Pictures']"
23000000,"[{'id': 53, 'name': 'Thriller'}, {'id': 878, 'name': 'Science Fiction'}, {'id': 28, 'name': 'Action'}]",2787,"[{""id"": 3762, ""name"": ""darkness""}, {""id"": 4565, ""name"": ""dystopia""}, {""id"": 4803, ""name"": ""comet""}, {""id"": 4862, ""name"": ""alien life-form""}, {""id"": 10349, ""name"": ""survival""}, {""id"": 14773, ""name"": ""eclipse""}, {""id"": 14774, ""name"": ""flask""}, {""id"": 14775, ""name"": ""corps""}]",en,18.493202,"[{'name': 'Interscope Communications', 'id': 10201}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",2000-02-18,53187659,108.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Pitch Black,6.7,1789,2000,2000,"['Thriller', 'Science Fiction', 'Action']",['United States of America'],['Interscope Communications']
23000000,"[{'id': 10749, 'name': 'Romance'}, {'id': 878, 'name': 'Science Fiction'}, {'id': 18, 'name': 'Drama'}]",152601,"[{""id"": 310, ""name"": ""artificial intelligence""}, {""id"": 6104, ""name"": ""computer""}, {""id"": 9673, ""name"": ""love""}, {""id"": 9957, ""name"": ""loneliness""}, {""id"": 12375, ""name"": ""transhumanism""}, {""id"": 34265, ""name"": ""heartbreak""}, {""id"": 40847, ""name"": ""near future""}, {""id"": 223540, ""name"": ""singularity""}, {""id"": 224279, ""name"": ""bittersweet""}]",en,53.682367,"[{'name': 'Warner Bros.', 'id': 6194}, {'name': 'Annapurna Pictures', 'id': 13184}]","[{'iso_3166_1': 'CN', 'name': 'China'}, {'iso_3166_1': 'US', 'name': 'United States of America'}]",2013-12-18,47351251,126.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Her,7.9,4097,2013,2013,"['Romance', 'Science Fiction', 'Drama']","['China', 'United States of America']","['Warner Bros.', 'Annapurna Pictures']"
23000000,"[{'id': 9648, 'name': 'Mystery'}, {'id': 53, 'name': 'Thriller'}, {'id': 18, 'name': 'Drama'}]",10866,"[{""id"": 1981, ""name"": ""colorado""}, {""id"": 6054, ""name"": ""friendship""}, {""id"": 6844, ""name"": ""stalker""}, {""id"": 11794, ""name"": ""pokies""}, {""id"": 155497, ""name"": ""truck driver""}, {""id"": 155498, ""name"": ""cb radio""}, {""id"": 215191, ""name"": ""strange""}]",en,11.183197,"[{'name': 'Regency Enterprises', 'id': 508}, {'name': 'Epsilon Motion Pictures', 'id': 1171}, {'name': 'LivePlanet', 'id': 7161}, {'name': 'New Regency Pictures', 'id': 10104}, {'name': 'Bad Robot', 'id': 11461}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",2001-10-05,36642838,97.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Joy Ride,6.3,325,2001,2001,"['Mystery', 'Thriller', 'Drama']",['United States of America'],"['Regency Enterprises', 'Epsilon Motion Pictures', 'LivePlanet', 'New Regency Pictures', 'Bad Robot']"
25000000,"[{'id': 14, 'name': 'Fantasy'}, {'id': 12, 'name': 'Adventure'}, {'id': 10751, 'name': 'Family'}]",227707,"[{""id"": 212, ""name"": ""london england""}, {""id"": 818, ""name"": ""based on novel""}, {""id"": 2849, ""name"": ""key""}, {""id"": 4414, ""name"": ""adventure""}, {""id"": 6152, ""name"": ""supernatural""}, {""id"": 10028, ""name"": ""steampunk""}]",en,8.842722,"[{'name': 'Matador Pictures', 'id': 707}, {'name': 'Arcadia Motion Pictures', 'id': 7543}, {'name': 'uFilm', 'id': 8676}, {'name': 'Afrodita Audiovisual, A.I.E.', 'id': 10069}, {'name': 'Le Tax Shelter du Gouvernement Fédéral de Belgique', 'id': 11921}, {'name': 'Telefónica Producciones', 'id': 16742}, {'name': 'Umedia', 'id': 19037}, {'name': 'Entertainment Motion Pictures', 'id': 20386}, {'name': 'Cinema One', 'id': 49252}, {'name': 'Nix Films', 'id': 53195}, {'name': 'International Pictures Two', 'id': 66897}, {'name': 'Cronos Entertainment AIE', 'id': 66899}]","[{'iso_3166_1': 'BE', 'name': 'Belgium'}, {'iso_3166_1': 'GB', 'name': 'United Kingdom'}, {'iso_3166_1': 'ES', 'name': 'Spain'}]",2013-12-05,6399,99.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",The Adventurer: The Curse of the Midas Box,5.1,73,2013,2013,"['Fantasy', 'Adventure', 'Family']","['Belgium', 'United Kingdom', 'Spain']","['Matador Pictures', 'Arcadia Motion Pictures', 'uFilm', 'Afrodita Audiovisual, A.I.E.', 'Le Tax Shelter du Gouvernement Fédéral de Belgique', 'Telefónica Producciones', 'Umedia', 'Entertainment Motion Pictures', 'Cinema One', 'Nix Films', 'International Pictures Two', 'Cronos Entertainment AIE']"
23000000,"[{'id': 18, 'name': 'Drama'}, {'id': 35, 'name': 'Comedy'}, {'id': 10749, 'name': 'Romance'}]",21349,"[{""id"": 1566, ""name"": ""dream""}]",en,8.976738,"[{'name': 'Twentieth Century Fox Film Corporation', 'id': 306}, {'name': 'Fox 2000 Pictures', 'id': 711}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",1999-11-12,18653615,114.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Anywhere But Here,5.9,66,1999,1999,"['Drama', 'Comedy', 'Romance']",['United States of America'],"['Twentieth Century Fox Film Corporation', 'Fox 2000 Pictures']"
23000000,"[{'id': 28, 'name': 'Action'}, {'id': 53, 'name': 'Thriller'}]",70435,"[{""id"": 3070, ""name"": ""mercenary""}, {""id"": 4289, ""name"": ""secret agent""}, {""id"": 10084, ""name"": ""rescue""}, {""id"": 14967, ""name"": ""foot chase""}, {""id"": 157194, ""name"": ""spanish""}]",en,26.257951,"[{'name': 'Irish Film Board', 'id': 5267}, {'name': 'Relativity Media', 'id': 7295}]","[{'iso_3166_1': 'IE', 'name': 'Ireland'}, {'iso_3166_1': 'US', 'name': 'United States of America'}]",2011-11-06,33372606,93.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}, {""iso_639_1"": ""es"", ""name"": ""Espa\u00f1ol""}]",Haywire,5.6,505,2011,2011,"['Action', 'Thriller']","['Ireland', 'United States of America']","['Irish Film Board', 'Relativity Media']"
23000000,"[{'id': 12, 'name': 'Adventure'}, {'id': 53, 'name': 'Thriller'}]",580,"[{""id"": 2988, ""name"": ""shark attack""}, {""id"": 3345, ""name"": ""bahamas""}, {""id"": 3737, ""name"": ""dying and death""}, {""id"": 5160, ""name"": ""aggression by animal""}, {""id"": 9663, ""name"": ""sequel""}, {""id"": 9748, ""name"": ""revenge""}, {""id"": 14785, ""name"": ""underwater""}, {""id"": 15097, ""name"": ""shark""}, {""id"": 15098, ""name"": ""great white shark""}, {""id"": 158130, ""name"": ""animal attack""}, {""id"": 167861, ""name"": ""caribbean""}, {""id"": 207317, ""name"": ""christmas""}, {""id"": 227106, ""name"": ""banana boat""}]",en,12.777008,"[{'name': 'Universal Pictures', 'id': 33}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",1987-07-17,51881013,89.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Jaws: The Revenge,3.5,224,1987,1987,"['Adventure', 'Thriller']",['United States of America'],['Universal Pictures']
23000000,"[{'id': 18, 'name': 'Drama'}]",20024,"[{""id"": 258, ""name"": ""bomb""}, {""id"": 572, ""name"": ""sex""}, {""id"": 931, ""name"": ""jealousy""}, {""id"": 1326, ""name"": ""infidelity""}, {""id"": 1523, ""name"": ""obsession""}, {""id"": 1956, ""name"": ""world war ii""}, {""id"": 2983, ""name"": ""passion""}, {""id"": 9840, ""name"": ""romance""}, {""id"": 11501, ""name"": ""cheating wife""}, {""id"": 14765, ""name"": ""church""}]",en,6.921263,"[{'name': 'Columbia Pictures Corporation', 'id': 441}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}, {'iso_3166_1': 'GB', 'name': 'United Kingdom'}]",1999-12-03,10827816,102.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}, {""iso_639_1"": ""fr"", ""name"": ""Fran\u00e7ais""}]",The End of the Affair,6.6,55,1999,1999,['Drama'],"['United States of America', 'United Kingdom']",['Columbia Pictures Corporation']
23000000,"[{'id': 28, 'name': 'Action'}, {'id': 53, 'name': 'Thriller'}]",2453,"[{""id"": 417, ""name"": ""corruption""}, {""id"": 1365, ""name"": ""harley davidson""}, {""id"": 2231, ""name"": ""drug dealer""}, {""id"": 12670, ""name"": ""los angeles""}, {""id"": 14570, ""name"": ""las vegas""}]",en,12.869436,"[{'name': 'Metro-Goldwyn-Mayer (MGM)', 'id': 8411}, {'name': 'Krisjair', 'id': 22058}, {'name': 'Laredo', 'id': 22059}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",1991-08-23,7434726,98.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Harley Davidson and the Marlboro Man,6.1,82,1991,1991,"['Action', 'Thriller']",['United States of America'],"['Metro-Goldwyn-Mayer (MGM)', 'Krisjair', 'Laredo']"
23000000,"[{'id': 36, 'name': 'History'}, {'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}, {'id': 80, 'name': 'Crime'}, {'id': 9648, 'name': 'Mystery'}]",6973,"[{""id"": 494, ""name"": ""father son relationship""}, {""id"": 703, ""name"": ""detective""}, {""id"": 1327, ""name"": ""war crimes""}, {""id"": 1627, ""name"": ""patriotism""}, {""id"": 1849, ""name"": ""homicide""}, {""id"": 5340, ""name"": ""investigation""}, {""id"": 5939, ""name"": ""iraq""}, {""id"": 5947, ""name"": ""military service""}, {""id"": 6149, ""name"": ""police""}, {""id"": 9665, ""name"": ""cover-up""}, {""id"": 10941, ""name"": ""disappearance""}, {""id"": 161982, ""name"": ""murder investigation""}]",en,15.676123,"[{'name': 'Summit Entertainment', 'id': 491}, {'name': 'Blackfriars Bridge Films', 'id': 2087}, {'name': 'NALA Films', 'id': 2088}, {'name': 'Samuels Media', 'id': 2089}, {'name': 'Warner Independent Pictures (WIP)', 'id': 11509}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",2007-08-31,29541790,124.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",In the Valley of Elah,6.6,261,2007,2007,"['History', 'Drama', 'Thriller', 'Crime', 'Mystery']",['United States of America'],"['Summit Entertainment', 'Blackfriars Bridge Films', 'NALA Films', 'Samuels Media', 'Warner Independent Pictures (WIP)']"
23000000,"[{'id': 18, 'name': 'Drama'}, {'id': 35, 'name': 'Comedy'}, {'id': 10749, 'name': 'Romance'}]",22215,[],en,5.494047,"[{'name': 'Pathé Renn Productions', 'id': 866}, {'name': 'UK Film Council', 'id': 2452}, {'name': 'Aramid Entertainment Fund', 'id': 3272}, {'name': 'Canal+', 'id': 5358}, {'name': 'Bill Kenwright Films', 'id': 7058}, {'name': 'Pathe', 'id': 7396}, {'name': 'Deutsche Filmförderfonds (DFFF)', 'id': 11238}, {'name': 'Région Ile-de-France', 'id': 11246}, {'name': 'France 3 Cinema', 'id': 16804}, {'name': 'Centre National de la Cinématographie (CNC)', 'id': 18367}, {'name': 'National Lottery through UK Film Council', 'id': 20456}, {'name': 'Filmstiftung Nordrhein-Westfalen', 'id': 27897}, {'name': 'Cine Productions', 'id': 30298}, {'name': 'MMC Studios', 'id': 30299}, {'name': 'Tiggy Films', 'id': 30300}, {'name': 'Banque Populaire Images 9', 'id': 30301}, {'name': 'Cheri Productions', 'id': 30302}, {'name': 'Erste MMC-Production', 'id': 30303}]","[{'iso_3166_1': 'DE', 'name': 'Germany'}, {'iso_3166_1': 'GB', 'name': 'United Kingdom'}, {'iso_3166_1': 'FR', 'name': 'France'}]",2009-02-10,9366227,86.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}, {""iso_639_1"": ""fr"", ""name"": ""Fran\u00e7ais""}, {""iso_639_1"": ""it"", ""name"": ""Italiano""}, {""iso_639_1"": ""la"", ""name"": ""Latin""}]",Cheri,5.9,56,2009,2009,"['Drama', 'Comedy', 'Romance']","['Germany', 'United Kingdom', 'France']","['Pathé Renn Productions', 'UK Film Council', 'Aramid Entertainment Fund', 'Canal+', 'Bill Kenwright Films', 'Pathe', 'Deutsche Filmförderfonds (DFFF)', 'Région Ile-de-France', 'France 3 Cinema', 'Centre National de la Cinématographie (CNC)', 'National Lottery through UK Film Council', 'Filmstiftung Nordrhein-Westfalen', 'Cine Productions', 'MMC Studios', 'Tiggy Films', 'Banque Populaire Images 9', 'Cheri Productions', 'Erste MMC-Production']"
23000000,"[{'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",11632,"[{""id"": 212, ""name"": ""london england""}, {""id"": 4107, ""name"": ""british empire""}, {""id"": 4320, ""name"": ""lover""}, {""id"": 5212, ""name"": ""advancement""}, {""id"": 155697, ""name"": ""aristocrat""}, {""id"": 187056, ""name"": ""woman director""}]",en,6.618149,"[{'name': 'Alliance Films', 'id': 2514}, {'name': 'Focus Features', 'id': 10146}]","[{'iso_3166_1': 'GB', 'name': 'United Kingdom'}, {'iso_3166_1': 'US', 'name': 'United States of America'}]",2004-09-01,16123851,141.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}, {""iso_639_1"": ""fr"", ""name"": ""Fran\u00e7ais""}, {""iso_639_1"": ""de"", ""name"": ""Deutsch""}]",Vanity Fair,5.5,73,2004,2004,"['Drama', 'Romance']","['United Kingdom', 'United States of America']","['Alliance Films', 'Focus Features']"
23000000,"[{'id': 18, 'name': 'Drama'}, {'id': 28, 'name': 'Action'}, {'id': 36, 'name': 'History'}]",30596,"[{""id"": 441, ""name"": ""assassination""}, {""id"": 779, ""name"": ""martial arts""}, {""id"": 1938, ""name"": ""sword""}, {""id"": 8636, ""name"": ""blood splatter""}, {""id"": 11579, ""name"": ""impalement""}, {""id"": 11762, ""name"": ""beaten to death""}, {""id"": 12354, ""name"": ""hong kong""}, {""id"": 14686, ""name"": ""head bashed in""}, {""id"": 14687, ""name"": ""extreme violence""}, {""id"": 14690, ""name"": ""violent death""}, {""id"": 14692, ""name"": ""hook""}, {""id"": 14696, ""name"": ""bloody fight""}, {""id"": 14698, ""name"": ""throat slitting""}, {""id"": 14819, ""name"": ""violence""}]",cn,7.876883,"[{'name': 'China Film Group Corporation', 'id': 2270}]","[{'iso_3166_1': 'CN', 'name': 'China'}]",2009-12-18,5837674,139.0,"[{""iso_639_1"": ""zh"", ""name"": ""\u666e\u901a\u8bdd""}, {""iso_639_1"": ""cn"", ""name"": ""\u5e7f\u5dde\u8bdd / \u5ee3\u5dde\u8a71""}, {""iso_639_1"": ""en"", ""name"": ""English""}]",Bodyguards and Assassins,6.5,57,2009,2009,"['Drama', 'Action', 'History']",['China'],['China Film Group Corporation']
25000000,"[{'id': 27, 'name': 'Horror'}, {'id': 53, 'name': 'Thriller'}]",3021,"[{""id"": 236, ""name"": ""suicide""}, {""id"": 242, ""name"": ""new york""}, {""id"": 612, ""name"": ""hotel""}, {""id"": 657, ""name"": ""fire""}, {""id"": 922, ""name"": ""hotel room""}, {""id"": 1157, ""name"": ""wife husband relationship""}, {""id"": 1252, ""name"": ""suicide attempt""}, {""id"": 2872, ""name"": ""window""}, {""id"": 3255, ""name"": ""door""}, {""id"": 3358, ""name"": ""haunted house""}, {""id"": 3664, ""name"": ""research""}, {""id"": 5280, ""name"": ""ghost world""}, {""id"": 5918, ""name"": ""painting""}, {""id"": 6103, ""name"": ""telephone""}, {""id"": 6381, ""name"": ""loss of daughter""}, {""id"": 11221, ""name"": ""blood""}]",en,35.169779,"[{'name': 'The Weinstein Company', 'id': 308}, {'name': 'Di Bonaventura Pictures', 'id': 435}, {'name': 'Dimension Films', 'id': 7405}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",2007-07-12,94679598,104.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",1408,6.5,1343,2007,2007,"['Horror', 'Thriller']",['United States of America'],"['The Weinstein Company', 'Di Bonaventura Pictures', 'Dimension Films']"
22700000,"[{'id': 35, 'name': 'Comedy'}, {'id': 878, 'name': 'Science Fiction'}]",957,"[{""id"": 803, ""name"": ""android""}, {""id"": 1280, ""name"": ""lasergun""}, {""id"": 1400, ""name"": ""swordplay""}, {""id"": 1530, ""name"": ""temple""}, {""id"": 1826, ""name"": ""space marine""}, {""id"": 2902, ""name"": ""space battle""}, {""id"": 3801, ""name"": ""space travel""}, {""id"": 4040, ""name"": ""space mission""}, {""id"": 4270, ""name"": ""galaxy""}, {""id"": 4575, ""name"": ""comb""}, {""id"": 4578, ""name"": ""altar""}, {""id"": 4579, ""name"": ""magnet beam""}, {""id"": 4581, ""name"": ""jam""}, {""id"": 4583, ""name"": ""speed of light""}, {""id"": 4585, ""name"": ""plastic surgery""}, {""id"": 4587, ""name"": ""password""}, {""id"": 5539, ""name"": ""shield""}, {""id"": 5560, ""name"": ""nose""}, {""id"": 11931, ""name"": ""spoof""}]",en,39.890798,"[{'name': 'Brooksfilms Ltd.', 'id': 617}, {'name': 'Metro-Goldwyn-Mayer (MGM)', 'id': 8411}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",1987-06-24,38119483,96.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Spaceballs,6.7,902,1987,1987,"['Comedy', 'Science Fiction']",['United States of America'],"['Brooksfilms Ltd.', 'Metro-Goldwyn-Mayer (MGM)']"
22500000,"[{'id': 10752, 'name': 'War'}, {'id': 18, 'name': 'Drama'}]",256917,"[{""id"": 1847, ""name"": ""istanbul""}, {""id"": 5657, ""name"": ""australia""}, {""id"": 11007, ""name"": ""post world war i""}, {""id"": 154846, ""name"": ""farmer""}, {""id"": 173265, ""name"": ""missing in action""}, {""id"": 213295, ""name"": ""missing son""}, {""id"": 213299, ""name"": ""gallipoli campaign""}, {""id"": 228523, ""name"": ""inspired by true events""}]",en,22.096286,"[{'name': 'Hopscotch Features', 'id': 21079}, {'name': 'Fear of God Films', 'id': 40309}]","[{'iso_3166_1': 'AU', 'name': 'Australia'}, {'iso_3166_1': 'US', 'name': 'United States of America'}]",2014-12-25,15520023,112.0,"[{""iso_639_1"": ""ru"", ""name"": ""P\u0443\u0441\u0441\u043a\u0438\u0439""}, {""iso_639_1"": ""tr"", ""name"": ""T\u00fcrk\u00e7e""}, {""iso_639_1"": ""el"", ""name"": ""\u03b5\u03bb\u03bb\u03b7\u03bd\u03b9\u03ba\u03ac""}, {""iso_639_1"": ""en"", ""name"": ""English""}]",The Water Diviner,6.8,431,2014,2014,"['War', 'Drama']","['Australia', 'United States of America']","['Hopscotch Features', 'Fear of God Films']"
22000000,"[{'id': 14, 'name': 'Fantasy'}, {'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}, {'id': 9648, 'name': 'Mystery'}, {'id': 10749, 'name': 'Romance'}]",251,"[{""id"": 417, ""name"": ""corruption""}, {""id"": 663, ""name"": ""fortune teller""}, {""id"": 881, ""name"": ""money transfer""}, {""id"": 975, ""name"": ""money laundering""}, {""id"": 1553, ""name"": ""pottery""}, {""id"": 6155, ""name"": ""afterlife""}, {""id"": 210530, ""name"": ""spiritism""}]",en,41.967005,"[{'name': 'Paramount Pictures', 'id': 4}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",1990-07-12,505000000,127.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Ghost,6.9,1339,1990,1990,"['Fantasy', 'Drama', 'Thriller', 'Mystery', 'Romance']",['United States of America'],['Paramount Pictures']
23000000,"[{'id': 10749, 'name': 'Romance'}, {'id': 35, 'name': 'Comedy'}]",544,"[{""id"": 3262, ""name"": ""surgeon""}, {""id"": 6844, ""name"": ""stalker""}, {""id"": 9799, ""name"": ""romantic comedy""}, {""id"": 11223, ""name"": ""dream girl""}, {""id"": 15027, ""name"": ""taboo""}, {""id"": 155457, ""name"": ""screwball comedy""}, {""id"": 158502, ""name"": ""frisbee""}, {""id"": 158505, ""name"": ""troubadour""}, {""id"": 158507, ""name"": ""gross out comedy""}, {""id"": 194413, ""name"": ""intellectual disability""}]",en,57.110486,"[{'name': 'Twentieth Century Fox Film Corporation', 'id': 306}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",1998-07-15,369884651,119.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",There's Something About Mary,6.5,1590,1998,1998,"['Romance', 'Comedy']",['United States of America'],['Twentieth Century Fox Film Corporation']
22000000,"[{'id': 14, 'name': 'Fantasy'}, {'id': 18, 'name': 'Drama'}, {'id': 35, 'name': 'Comedy'}, {'id': 10751, 'name': 'Family'}]",11395,"[{""id"": 65, ""name"": ""holiday""}, {""id"": 1441, ""name"": ""christmas party""}, {""id"": 1991, ""name"": ""santa claus""}, {""id"": 5011, ""name"": ""deal""}, {""id"": 5570, ""name"": ""christmas tree""}, {""id"": 207317, ""name"": ""christmas""}]",en,16.234053,"[{'name': 'Walt Disney Pictures', 'id': 2}, {'name': 'Hollywood Pictures', 'id': 915}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",1994-11-10,189833357,97.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",The Santa Clause,6.3,489,1994,1994,"['Fantasy', 'Drama', 'Comedy', 'Family']",['United States of America'],"['Walt Disney Pictures', 'Hollywood Pictures']"
20000000,"[{'id': 18, 'name': 'Drama'}, {'id': 10751, 'name': 'Family'}]",14635,"[{""id"": 494, ""name"": ""father son relationship""}, {""id"": 1480, ""name"": ""baseball""}, {""id"": 1483, ""name"": ""sports team""}, {""id"": 6075, ""name"": ""sport""}, {""id"": 7393, ""name"": ""life's dream""}, {""id"": 9825, ""name"": ""growing up""}]",en,11.263361,"[{'name': 'Walt Disney Pictures', 'id': 2}, {'name': 'Gran Via Productions', 'id': 2605}, {'name': '98 MPH Productions', 'id': 2939}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",2002-03-25,75597042,127.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",The Rookie,6.5,110,2002,2002,"['Drama', 'Family']",['United States of America'],"['Walt Disney Pictures', 'Gran Via Productions', '98 MPH Productions']"
22000000,"[{'id': 35, 'name': 'Comedy'}, {'id': 10751, 'name': 'Family'}]",13680,"[{""id"": 579, ""name"": ""american football""}, {""id"": 1338, ""name"": ""bachelor""}, {""id"": 1483, ""name"": ""sports team""}, {""id"": 6075, ""name"": ""sport""}, {""id"": 163405, ""name"": ""aerobics""}, {""id"": 208185, ""name"": ""tween girl""}, {""id"": 228676, ""name"": ""publicist""}]",en,20.699212,"[{'name': 'Walt Disney Pictures', 'id': 2}, {'name': 'Mayhem Pictures', 'id': 22881}, {'name': 'Monkey Dance Productions', 'id': 80510}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",2007-09-28,147880543,110.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",The Game Plan,6.0,428,2007,2007,"['Comedy', 'Family']",['United States of America'],"['Walt Disney Pictures', 'Mayhem Pictures', 'Monkey Dance Productions']"
24000000,"[{'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",688,"[{""id"": 455, ""name"": ""farewell""}, {""id"": 596, ""name"": ""adultery""}, {""id"": 699, ""name"": ""love at first sight""}, {""id"": 1003, ""name"": ""photographer""}, {""id"": 1157, ""name"": ""wife husband relationship""}, {""id"": 2029, ""name"": ""iowa""}, {""id"": 2038, ""name"": ""love of one's life""}, {""id"": 2784, ""name"": ""mother role""}, {""id"": 3450, ""name"": ""bridge""}, {""id"": 3451, ""name"": ""housewife""}, {""id"": 3452, ""name"": ""love letter""}, {""id"": 4402, ""name"": ""peasant""}, {""id"": 5809, ""name"": ""marriage crisis""}, {""id"": 6025, ""name"": ""photography""}, {""id"": 6059, ""name"": ""unsociability""}, {""id"": 7879, ""name"": ""secret love""}, {""id"": 221355, ""name"": ""nature documentary""}]",en,17.606087,"[{'name': 'Amblin Entertainment', 'id': 56}, {'name': 'Malpaso Productions', 'id': 171}, {'name': 'Warner Bros.', 'id': 6194}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",1995-05-28,182016617,135.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",The Bridges of Madison County,7.3,385,1995,1995,"['Drama', 'Romance']",['United States of America'],"['Amblin Entertainment', 'Malpaso Productions', 'Warner Bros.']"
22000000,"[{'id': 28, 'name': 'Action'}, {'id': 35, 'name': 'Comedy'}]",11090,"[{""id"": 1566, ""name"": ""dream""}, {""id"": 6021, ""name"": ""employee""}, {""id"": 9844, ""name"": ""car crash""}, {""id"": 14760, ""name"": ""scientist""}, {""id"": 15090, ""name"": ""police officer""}, {""id"": 175884, ""name"": ""organ donation""}, {""id"": 179430, ""name"": ""aftercreditsstinger""}, {""id"": 210689, ""name"": ""virility""}]",en,13.786075,"[{'name': 'Revolution Studios', 'id': 497}, {'name': 'Happy Madison Productions', 'id': 2608}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",2001-06-01,84772742,84.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",The Animal,4.6,304,2001,2001,"['Action', 'Comedy']",['United States of America'],"['Revolution Studios', 'Happy Madison Productions']"
